0.01, 0.0149255
0.11, 0.155695
0.21, 0.280385
0.31, 0.388254
0.41, 0.478811
0.51, 0.551827
0.61, 0.607328
0.71, 0.645595
0.81, 0.667155
0.91, 0.672763
1.01, 0.663391
1.11, 0.640201
1.21, 0.604525
1.31, 0.557837
1.41, 0.501727
1.51, 0.437866
1.61, 0.367982
1.71, 0.293823
1.81, 0.217132
1.91, 0.139611
2.01, 0.0628998
2.11, -0.0114567
2.21, -0.0820295
2.31, -0.147528
2.41, -0.206817
2.51, -0.258934
2.61, -0.303101
2.71, -0.33873
2.81, -0.365427
2.91, -0.382997
3.01, -0.391434
3.11, -0.390922
3.21, -0.381818
3.31, -0.364643
3.41, -0.340065
3.51, -0.308879
3.61, -0.271992
3.71, -0.230395
3.81, -0.185144
3.91, -0.137337
4.01, -0.0880872
4.11, -0.0385038
4.21, 0.0103336
4.31, 0.0573945
4.41, 0.101718
4.51, 0.14243
4.61, 0.17876
4.71, 0.210052
4.81, 0.235776
4.91, 0.255537
5.01, 0.269077
5.11, 0.276277
5.21, 0.277159
5.31, 0.271877
5.41, 0.260713
5.51, 0.244069
5.61, 0.222453
5.71, 0.196466
5.81, 0.166788
5.91, 0.134163
6.01, 0.0993758
6.11, 0.0632425
6.21, 0.0265863
6.31, -0.00977751
6.41, -0.0450596
6.51, -0.0785123
6.61, -0.109445
6.71, -0.137238
6.81, -0.161352
6.91, -0.181341
7.01, -0.19686
7.11, -0.207664
7.21, -0.213621
7.31, -0.214703
7.41, -0.210991
7.51, -0.202669
7.61, -0.190015
7.71, -0.173398
7.81, -0.153265
7.91, -0.13013
8.01, -0.104565
8.11, -0.0771797
8.21, -0.0486146
8.31, -0.0195223
8.41, 0.00944524
8.51, 0.0376514
8.61, 0.0644882
8.71, 0.089389
8.81, 0.11184
8.91, 0.131391
9.01, 0.147662
9.11, 0.160353
9.21, 0.169249
9.31, 0.17422
9.41, 0.175225
9.51, 0.172311
9.61, 0.165611
9.71, 0.155337
9.81, 0.141778
9.91, 0.125289
