0, 0.202796, 0.563987
1, 0.194738, 0.527307
2, 0.187579, 0.530129
3, 0.187579, 0.524105
4, 0.187579, 0.526222
5, 0.186002, 0.540159
6, 0.17383, 0.527844
7, 0.17383, 0.523349
8, 0.167806, 0.517736
9, 0.167806, 0.52536
10, 0.164391, 0.518861
11, 0.164391, 0.501219
12, 0.158041, 0.479537
13, 0.158041, 0.48542
14, 0.158041, 0.475344
15, 0.158041, 0.472304
16, 0.158041, 0.452997
17, 0.158041, 0.452538
18, 0.158041, 0.438765
19, 0.158041, 0.431574
20, 0.158041, 0.436262
21, 0.158041, 0.443707
22, 0.158041, 0.422735
23, 0.158041, 0.421751
24, 0.156655, 0.42197
25, 0.156655, 0.42477
26, 0.156655, 0.423433
27, 0.156655, 0.420449
28, 0.156655, 0.424508
29, 0.156655, 0.413581
30, 0.156655, 0.402078
31, 0.156655, 0.391033
32, 0.156655, 0.406183
33, 0.156655, 0.416489
34, 0.156655, 0.411361
35, 0.156655, 0.436449
36, 0.156655, 0.415475
37, 0.156655, 0.420821
38, 0.154785, 0.417834
39, 0.154785, 0.435639
40, 0.154785, 0.432511
41, 0.154785, 0.429217
42, 0.154785, 0.446093
43, 0.154785, 0.458565
44, 0.146207, 0.450733
45, 0.146207, 0.462629
46, 0.146207, 0.457236
47, 0.141424, 0.456663
48, 0.141424, 0.460272
49, 0.141424, 0.46259
50, 0.141424, 0.45036
51, 0.141424, 0.4523
52, 0.0965407, 0.417492
53, 0.0965407, 0.435798
54, 0.0965407, 0.43239
55, 0.0965407, 0.438922
56, 0.0483812, 0.445996
57, 0.0483812, 0.452709
58, 0.0483812, 0.438833
59, 0.0449971, 0.439664
60, 0.0449971, 0.447372
61, 0.0449971, 0.440831
62, 0.0449971, 0.425942
63, 0.0449971, 0.425247
64, 0.0449971, 0.429927
65, 0.0357521, 0.413765
66, 0.035027, 0.393736
67, 0.0346789, 0.386818
68, 0.0346789, 0.38702
69, 0.0346789, 0.387041
70, 0.0315192, 0.407284
71, 0.0315192, 0.420701
72, 0.0315192, 0.425591
73, 0.0255037, 0.422735
74, 0.0255037, 0.423769
75, 0.0255037, 0.421869
76, 0.0255037, 0.410157
77, 0.0255037, 0.41962
78, 0.0255037, 0.415308
79, 0.0255037, 0.430084
80, 0.0255037, 0.429414
81, 0.0255037, 0.444364
82, 0.0255037, 0.433301
83, 0.0255037, 0.422763
84, 0.0222729, 0.439466
85, 0.0222729, 0.425955
86, 0.0222729, 0.432901
87, 0.0166283, 0.443706
88, 0.0166283, 0.441784
89, 0.0166283, 0.429973
90, 0.0166283, 0.430312
91, 0.0166283, 0.40623
92, 0.0166283, 0.42715
93, 0.0166283, 0.415157
94, 0.0166283, 0.418445
95, 0.0166283, 0.409386
96, 0.0166283, 0.407242
97, 0.0166283, 0.418252
98, 0.0166283, 0.426739
99, 0.0166283, 0.419605
